Row Labels,Accessories,ACE,Advanced Signal Conditioning Modules,Analog Inspection & Test,ANT-5,Attenuators & Backreflector Modules,Benchtop Inspection,BrightJack,CA product,Calibration Plan,Calibrations,CapacityAdvisor Held,CellAdvisor,Certifier,CleanBlast,Common Product,Converged Assurance Support,CT-650,CT-650SM,Digital Inspection & Test,Direct View FM,Dispersion modules,DSAM,DSAM 2300/3300,DSAM Upgrades,DSAM-6300,DTS,EA Support,Education,Ethernet Network Management Tools,Extended Warranty,FIT Generic,FST-2000,FST-2207/2209 DS1,FST-2310,FST-2310-DS3,FST-2310-OC12,FST-2310-OC3,FST-2802 G,GigaStor,HCU1500,HST-3000 SIMs,HST-3000C,HST-3000C-CE,JMEP,Legacy Wireline Services,Location Intelligence Product,Location Intelligence Services,MAP Standalone Switches,"MAP-200 Chassis, Accessories & Software",Misc Hardware,MS-1200D,MTS-5100e,NC Ethernet TT,NetAnalyst Test Management Software,NI - Maintenance,NIMS,nTAPs,Observer,ONT-Jitter,ONX-580,Optical Switch Modules,ORS,OSA,OST,OTDR - FiberComplete modules,Other - Cable,Other - Solutions Classic,PacketPortal SW & Solutions,Passive Chassis,Passive Plug-ins,PathTrak,PI Product,Polatis Cross Connects,Probe Tips,PT Hardware,PT SART,PT SART Support,PT Services,QT-600-10,QT-600-2,RANAdvisor Product,RANAdvisor Services & Support,RCATS Product,Repair,Replacement Parts,RPM2000,RPM-3000,RSAM,SDA,SDA-5000,SDA-5500,SMART Handhelds,SmartClass ADSL,SmartClass E1,SmartClass Ethernet,SMARTClass Fiber,SmartClass HOME,SmartClass Triple Play,SmartID,SmartPocket Handhelds,"Source, EDFA & BBS Modules",Spare Parts,StrataSync,Support Plans,Swept Wavelength Systems,T3AS,TB/MTS 4000 Platform,TB/MTS 8000 Platform,TB/MTS-2000 Platform,TB/MTS-6000 Platform,TB-6000A Transport Module,T-BERD 8000,T-Berd/MTS-5800,Test Devices,Test Productivity Pack,TestPad 2000,TrueSpeed,Ultra FED,Volicon,VSA,VSE-1100,WiFi Smart Accessory,WR 10G Trans/Regen,WR 2.5G Trans/Regen,WR Amplification,WR Common,WS 10G Trans/Regen,WS 2.5G Trans/Regen,XGIG - Ethernet 10G,XGIG - FC 16G,XGIG - Other,XGIG 5k - SAS/SATA 12G,Grand Total
SEFNCO COMMUNICATIONS,5.48036078,5.580645161,0,0,0,4,4,0,4,0,5.618839948,0,0,5.34314677,0,5.676551997,4,4,0,5.468805704,0,0,0,5.009219699,5.014414219,5.259334006,5.009219699,4,4.719619823,0,5.009219699,4.719619823,0,0,8,6.257668712,0,0,0,0,0,5.657088383,5.587788282,5.514739189,0,0,5.685950413,5.685950413,0,0,0,0,8,5.009219699,0,0,0,0,0,0,5.133755352,0,0,8,0,4,0,4,5.009219699,0,5.009219699,5.157162726,0,0,5.378781134,0,4,0,0,0,0,4,8,8,6.056182751,5.009219699,5.009219699,5.036467549,5.009219699,5.286798179,5.549486179,5.009219699,5.280226134,5.691056911,0,5.014414219,6.425531915,0,0,4,0,0,0,0,4.970630717,0,8,0,0,0,0,5.262197527,0,5.265587434,5.602184797,5.009219699,8,5.700787402,8,0,5.009219699,4,8,0,5.009219699,5.009219699,0,8,8,8,4.723881684,0,5.632083697,398.5668157
SERVICE ELECTRIC CABLE TELEVISION,3,3,3,3,3,3,3.865671642,0,0,0,3.773584906,3,0,0,3,3,3,3,3,3,0,3,3,4.901234568,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,0,3.675808031,3,3,3,3,5,0,0,3,3,0,3,3,0,0,0,0,3,0,3,5,3,0,3,3,0,0,3,4.901234568,3,4.901234568,4.255474453,3,3,3,3,3,0,3,0,5,3,3,3,0,5,5,4.449541284,4.858823529,4.495327103,4.234042553,3,3,3,3,0,3,0,0,5,0,3,0,3.850574713,0,3,3,0,0,0,3,3,4.030470914,3,3,4.901234568,3,3,0,3,0,5,3,3,4.901234568,4.901234568,0,3,3,3,3,3,3,324.8967265
"SHAFFER, WILSON, SARVER & GRAY, P.C.",5.207084229,5.879781421,0,4.80036329,7.677966102,2,2,5.116089613,5.01369863,7.677966102,6.166666667,7.666666667,5.587641236,5.828571429,4.424711438,8.598240469,6.026258206,4.514806378,0,5.695083245,0,2,4.830510887,4.451355397,4.514806378,4.543604651,7.677966102,5.116089613,6.064801178,0,0,7.666666667,8.646706587,0,0,7.677966102,0,12,7.666666667,5.164556962,4.751811702,6.311460286,6.483294279,6.42348887,7.677966102,6.143646409,2,2,7.677966102,0,5.01369863,0,2,7.677966102,2,5.209876543,0,5.888888889,0,0,0,0,5.01369863,7.666666667,0,6.126281263,0,4.451355397,4.451355397,2,4.451355397,4.311895755,7.677966102,0,4.917385719,6.905660377,4.514806378,0,5.01369863,12,4.4841169,5.276433747,4.872340426,7.655737705,4.937317784,4.451355397,4.451355397,5.253012048,4.097686375,4.596153846,5.505154639,0,5.898305085,5.918128655,6.857675255,5.066666667,6.140030441,5.541460192,12,4.805627759,7.075757576,7.677966102,0,5.531535988,6.871972318,0,7.677966102,0,7.64516129,0,0,7.464500044,7.109170306,0,0,4.451355397,0,5.898305085,5.913043478,5.01369863,7.677966102,3.438317226,4.451355397,2,4.451355397,4.451355397,5.096821204,4.451355397,5.484454494,0,2,2,0,576.3074532
SHI,8.550662954,10.3655914,4,7.476935731,13.25619835,4,4,9.036453202,7.113076437,13.25619835,11.28530259,13.23577236,11.92380952,7.990481586,6.299489153,8.546441921,8.780170524,8.056338028,0,0,0,0,8.218563589,7.953786906,7.937810122,6.836043951,13.25619835,9.036453202,8.832214765,4,0,8.538366166,13.91304348,0,4,14.81904762,0,13.216,13.23577236,0,7.661662464,10.08990085,10.20464646,10.290902,13.25619835,10.62983425,0,0,13.25619835,4,0,0,4,13.25619835,4,0,3.111111111,3.485878266,2.666666667,4,0,4,0,13.23577236,4,9.079167477,0,7.953786906,6.726568552,0,7.953786906,7.944770191,13.25619835,0,8.449779945,11.8490566,8.056338028,0,8.821917808,20,8.906666667,8.573848019,10.21004566,8.890829694,9.40816708,7.248029528,7.248029528,9.204819277,6.47373292,7.353563867,9.608247423,0,6.62295082,13.23577236,9.976898133,7.370845328,13.17829457,11.75757576,20,8.131956015,10.2230076,8.507042254,0,8.196773801,0,0,13.25619835,0,20,4,0,10.6589785,10.69491772,0,8.836934262,6.726568552,4,13.19685039,9.85,8.821917808,13.25619835,6.274636511,7.953786906,0,7.953786906,6.726568552,8.181184669,7.953786906,9.639229422,4,4,4,4,940.5112029
SIERRA TELEPHONE,2.586206897,1.857142857,0,2.644230769,0,0,0,2.678571429,1,0,1,2.682926829,2.674418605,2.900990099,1,2.127659574,2.153846154,2.15,0,2.52677702,0,1,2.644289808,0,0,2.674418605,0,2.682926829,2.678571429,0,0,2.363636364,2.102941176,1,2.682926829,2.682926829,1,4,2.682926829,0,2.697933227,0,2.641509434,0,2.6875,0,0,0,2.6875,0,0,0,1,0,0,0,0,2.670454545,0,0,2.244725738,0,0,4,0,2.523961661,0,2.6875,4,0,0,4,2.6875,0,2.434827946,0,0,0,0,2.678571429,4,2.841986456,0,2.682926829,2.294192725,0,0,4,3.169230769,2.666666667,0,0,2.678571429,2.682926829,2.674418605,0,2.85138539,2.451612903,2.526548673,0,2.678571429,0,0,2.390728477,2.511627907,0,2.6875,0,2.670454545,2.670454545,4,2.271805274,2.747016706,2.404185022,2.538732394,4,2.6875,2.674418605,2.678571429,0,0,0,2.6875,0,0,4,2.678571429,2.6875,2.6875,2.6875,0,2.659574468,2.682926829,203.7234252
SMARTRONIX,0,8,11.0617284,10.3011236,8,12,10.12903226,0,8,8,8,8,8,10.09128631,0,8,8,8,0,9.158878505,8,0,8,0,0,10.98850575,8,8,8,0,0,9.984,0,0,0,8,0,0,0,0,8,8,8,9.160883281,8,0,0,0,8,11.03614458,0,0,10.96629213,8,0,0,0,8,0,0,8,11.0617284,0,8,11.0617284,8,0,8,8,0,0,0,8,0,8.996134732,8,0,0,0,0,0,8,9.679558011,8,9.090069284,0,0,0,8,8,0,0,10.98850575,0,8,12,8,8,8,0,8,0,0,8,8.896551724,0,8,0,8,12,11.03614458,8.892230576,8,8,8.639169909,8,0,8,8,0,8,0,8,0,0,8,9.953488372,8,8,0,0,10.26666667,0,673.4398512
SPECIALIZED PRODUCTS,0,5.576068084,6.522022838,6.396831817,5.914958126,4.827834974,6.048283658,3.021582734,9,5.14851335,4.9144427,5.146264262,6.21627409,5.555820417,6.141136053,5.518023894,6.565731056,5.910070049,0,0,8.491803279,4,5.45175004,3.02189781,4,5.907733138,5.914958126,5.912477303,5.910070049,2,0,6.47228767,2.902077151,0,2,5.698741514,0,2,3.021582734,2,5.31667994,5.719084766,5.863674598,5.74488838,5.14851335,0,4,4,5.14851335,5.443113772,2,0,5.974710729,5.914958126,0,2,0,5.740725642,0,2,5.257582843,6.522022838,2,5.912477303,6.522022838,5.487306065,0,5.914958126,5.914958126,4,3.02189781,4.555917263,5.14851335,0,0,9,4.825382932,0,0,0,4,5.895858759,6.222722027,4.638881407,5.6479736,3.02189781,3.02189781,8,5.44287828,7.080741756,0,0,4.964084316,3.358851675,6.048470642,2,6.367609045,6.596899225,9,4,5.994506104,3.02189781,0,5.791964704,5.815224513,0,5.914958126,0,7.195797027,2,9,5.305643709,4.95242143,5.436471176,0,5.914958126,2,5.52847142,6.320390471,0,5.914958126,4,5.914958126,4,3.02189781,5.914958126,7.085621181,5.914958126,4.968103603,2,4.823004462,5.134570028,2,553.4216396
SPRINT NEXTEL,6.680403541,7.348453855,4,6.555987025,9.330776679,2.467625899,2.876202694,7.461233395,8.320008785,9.330776679,7.687407193,9.317572649,8.705413173,7.135464644,5.670861545,9.710930723,9.006165032,6.901844888,0,0,0,1,6.609008498,6.840405432,7.140318907,6.929101278,9.330776679,7.461233395,8.89669038,6.37398374,0,9.317572649,10.1944641,8,6.386554622,10.22502334,8,10.54929577,9.889183809,7.805395532,6.559118435,8.442110066,8.874261405,8.733954502,9.330776679,9.697679851,1,1,9.330776679,4,7.62804878,0,3.881948705,9.330776679,3,7.857489224,0,7.823566478,0,4,0,4,7.62804878,9.317572649,4,8.093704256,0,6.840405432,6.57869635,1,6.840405432,5.959269344,9.330776679,8,6.403930357,9.820627803,6.901844888,0,8.320008785,15.03090508,7.284134996,7.216718273,6.255925809,7.765916377,6.611534579,6.57869635,6.57869635,8.855421687,5.615816436,7.269230769,9.309278351,0,7.368905244,7.757888,9.923577594,7.389712389,8.030096201,8.835480674,21,7.503445146,8.866213509,9.330776679,0,7.729300224,9.344965557,0,9.330776679,8,10.66533066,5.939393939,0,0,9.296787167,0,0,6.57869635,6.393162393,7.723013156,8.488095238,8.320008785,9.330776679,5.288800455,6.840405432,1,6.840405432,6.57869635,7.887763499,6.840405432,7.80964233,6.393162393,2.468531469,4.576837416,6.386554622,855.4118169
SUDDEN LINK COMMUNICATIONS,7.202751697,4.217462932,10,5.576271186,10,10,7.14084507,0,0,0,5.968111514,10,0,3.235678786,10,5.082278481,10,10,10,6.717171717,0,10,0,2.949538748,3.60387987,3.053876705,3.842975207,10,5.562705427,10,2.949538748,3.848,10,10,8.242009132,7.382550336,10,10,10,0,0,6.203250568,5.795467089,6.922913901,10,1.974358974,3.842975207,3.842975207,10,10,0,10,5.491397525,3.842975207,0,0,0,10,0,10,2.756215888,10,0,7.382550336,10,0,0,10,2.980005304,10,2.949538748,3.842223788,10,10,6.764643237,10,10,0,10,0,1,10,8.963133641,8.686006826,0,2.425412059,2.425412059,3.907162046,2.829202703,0,0,3.209704837,5.562705427,5.555772994,10,2.028877745,6.275862069,0,0,3,0,10,0,3.983905514,3.264280798,10,7.380952381,0,0,0,10,7.090850928,10,6.441386835,6.64940239,2.980005304,7.380952381,5.569422777,5,10,3.842975207,2.026169265,7.380952381,10,2.949538748,2.980005304,0,7.380952381,8.242009132,7.380952381,7.646024974,10,6.238997969,718.846126
SUPPLY SOLUTIONS,2.679073545,2.978077322,3,2.755451641,2.489051095,2.489208633,2.822342597,2.248982913,2,2.489051095,3.305206972,2.489208633,2,3.358391562,2.721439342,3.301538706,2.194890966,2.198275862,0,0,0,2,0,3.489990941,3.480651489,3.58214796,3.216244866,2.248982913,2.72392774,3,3.842975207,2.981912437,2.548961424,0,4,3.114345114,0,3,2.489208633,2.255102041,0,2.943288283,2.940252422,2.833740191,2.489051095,3.111111111,3.27952385,3.27952385,2.489051095,3,2.239130435,0,2.972222222,3.216244866,3.571428571,2.26,0,2.321100917,0,3,0,3,2.239130435,3.314009662,3,2.404436586,0,2.19132918,3.489990941,2,3.489990941,3.264639685,2.489051095,0,2.714917129,2,2.198275862,0,2,0,2.777915941,2.328248031,2.809109411,3.186485832,3.168250609,3.489990941,3.489990941,3.400389555,3.428425308,3.55373825,3.664890073,3.842975207,3.217294074,2.978230153,2.252775177,2.854702683,3.020992096,2,0,2.71487243,2.430176565,2.489051095,0,3.522445073,2.920792285,0,3.31372549,0,2,3,0,2.749731591,2.603740429,2.627683859,0,3.489990941,4,2.978795465,2.836820084,2,3.216244866,0,2.642405753,2,3.489990941,3.489990941,2,2.642405753,2.610639175,4,3.217794366,2.663636364,3.923346255,318.2747661
SYNCHRONOUS COMMUNICATION,4.565148035,3.078651685,6.505617978,5.078088315,6.20661157,6.461538462,4.76196319,3.410494636,3.797140912,3.142419914,3.845926237,4.538609626,4.809624314,4.650693378,0,4.636994367,4.121759191,3.16244685,0,0,0,2,3.623462682,3.796854942,4.493506494,4.939797914,6.20661157,3.687286743,4.548304416,1.83908046,0,5.124304902,0,2,1.606837607,3.48893783,2,2.687253614,3.009927951,3.861739497,3.644025244,3.986697939,4.123128662,0,4.540765391,5.314917127,0,0,4.540765391,5.454545455,3.796854942,0,3.716956215,6.20661157,2,3.880657328,0,4.532287557,0,1,0,6.505617978,3.796854942,6.195121951,6.505617978,3.973482538,0,3.403727227,3.796854942,0,3.796854942,3.682144884,4.540765391,0,4.270807248,5.924528302,3.841549296,0,4.410958904,6.243792325,4.453333333,3.942940534,5.988023952,2.593468329,3.784071717,3.796854942,3.796854942,4.602409639,3.116331676,3.907453197,4.804123711,0,3.91072117,3.009927951,4.854675586,5.010145418,3.618605308,4.503259452,5.357664234,5.088803089,4.836491228,6.20661157,0,4.006478671,5.095661779,0,2.969747705,0,6.170212766,4.299120235,8,4.905557478,4.642129421,0,4.168007573,3.796854942,1.608695652,4.534369396,3.602490948,4.410958904,6.20661157,3.353846154,3.403727227,0,3.796854942,3.796854942,5.466885682,3.403727227,3.192897841,1.608695652,1,3.581395349,1.606837607,457.1259176
SYRINGA WIRELESS,0,6.96350365,6,6.714640199,6.96124031,8,6.739495798,8,6,6.96124031,7.090909091,6.961832061,7.113490364,7.060308555,6.595555556,7.30875576,6.626262626,6.962406015,0,6.97382199,6,8,7.261829653,8,8,6.962962963,6.96124031,6.961832061,6.962406015,0,0,6.756097561,8,0,0,7.170278638,0,0,8,0,7.341772152,7.111666072,7.09947644,7.142857143,6.96124031,0,8,8,6.96124031,6,0,0,7.306930693,6.96124031,0,0,0,6.962962963,0,0,7.193717277,6,0,6.961832061,6,6.965034965,0,6.96124031,6.96124031,8,8,8,6.96124031,0,6.952069068,6,8,0,0,0,8,7.067524116,6.968152866,6.962406015,7.129186603,8,8,0,7.306122449,6.964028777,0,0,7.306532663,8,6.962962963,0,6.961832061,6.96124031,6,8,6.96124031,8,0,7.075630252,6.919614148,0,6.96124031,0,6.878718535,0,6,6.972677596,7.130111524,7.047743623,0,6.96124031,0,7.306532663,6.964028777,0,6.96124031,8,6.96124031,8,8,6.96124031,6.961832061,6.96124031,7.305699482,0,8,6.964539007,0,693.7216688
SYSTEM SERVICES BROADBAND,5.48036078,4.655518395,0,4,0,4,4,0,4,0,5.292029238,0,0,5.094609398,0,5.676551997,4,4,0,5.468805704,0,0,0,4.479704994,4.608569385,4.97624439,5.009219699,4,4.719619823,0,4.479704994,4.719619823,0,0,8,6.257668712,0,0,0,0,0,5.657088383,5.587788282,5.514739189,0,4,5.685950413,5.685950413,0,0,0,0,4.85106383,5.009219699,0,0,0,0,0,0,4.806993496,0,0,8,0,4,0,4,4.479704994,0,4.479704994,4.973587429,0,0,5.378781134,0,4,0,0,0,4,4,8,8,5.764985724,4.479704994,4.479704994,4.77122782,4.596253487,4.672201594,0,4.664200089,5.280226134,5.691056911,0,4.492633104,6.425531915,0,0,4,0,0,0,0,4.843867727,0,8,0,0,0,0,5.262197527,0,5.265587434,5.602184797,4.479704994,8,5.700787402,8,0,5.009219699,4,8,0,4.479704994,4.479704994,0,8,8,8,4.723881684,0,5.632083697,391.8254513
SYSTEMS TECHNOLOGIES,3,0,0,3,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,3,0,0,3,0,3,3,0,0,1.571428571,0,0,3,1,0,1,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,3,0,1,0,3,3,0,3,1.625,0,0,3,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,3,3,3,3,1,0,3,0,0,3,0,0,0,3,3,0,0,1,0,1.653846154,1,138.8502747
TALLEY,7.940451884,9.256223034,6.692307692,7.369025365,8.093725794,8.097467498,7.4937277,11,6,11,11,11,11,8.158626053,7.745139422,6.893164631,7.189603049,8.101094092,0,0,3,11,8.236465862,11,8.366412214,7.21266714,8.093725794,8.097467498,7.201391322,11,0,6.78112029,11,0,11,8.519246439,0,11,11,7.490384615,8.033311564,7.950306609,7.630463859,7.757476214,11,0,11,11,11,8.083333333,7.428571429,0,7.560139454,8.093725794,0,7.509433962,0,11,0,11,8.124191748,6.692307692,7.428571429,8.097467498,6.692307692,8.345915766,0,8.093725794,7.177264808,11,11,8.626083037,11,0,0,0,8.101094092,0,0,0,11,7.662170252,7.79226603,9.243955644,8.53612332,9.1441912,9.1441912,3,7.53226928,6.390935768,0,0,7.695566014,11,7.562453915,11,7.62176613,11,0,8.158774373,7.754816113,8.249589491,0,7.49358986,0,0,8.093725794,0,6.789473684,11,0,8.394936831,8.842861644,8.183642145,0,7.177264808,11,8.83144979,7.243093923,0,8.093725794,8.406015038,8.093725794,11,11,7.177264808,6.456646237,8.093725794,9.247056625,11,8.104610808,8.254379032,11,918.9213863
TATA GROUP,0,13.58973305,4,14.6987833,23.74955742,6,8.772058824,21.48673993,0,23.74955742,15.19339545,18.06490819,20.16849945,18.20562366,13.84369692,20.55825076,0,14.97258879,0,17.92739357,4,17,12.56028692,13.78884983,15.82287227,14.13052143,15.66160677,15.98205888,18.76052764,9,6,17.13381858,26.50433109,13.08695652,10.50445398,21.18906812,13.08695652,23.64935065,35.30612245,24.37325612,11.83387897,16.55355794,0,0,18.05353256,21.23473996,0,0,18.05353256,4,23.87934302,0,10.58621827,15.66160677,6,24.5206365,0,15.02471017,0,0,0,4,23.87934302,15.36680594,4,16.85297416,0,14.52278885,16.74853089,0,13.78884983,14.08928943,18.05353256,9,15.53296561,14.64126668,15.78381647,0,18.09444322,22.72226324,16.30060408,16.75159973,14.11241002,6.67456822,15.05580621,16.58934755,16.58934755,15.94327279,13.72147638,15.67318,14.58422256,6,17.94069084,35.30612245,20.72872737,14.54377211,16.83186693,12.40838839,18.78275304,18.64519207,19.11214905,30.35615639,0,0,0,0,18.05353256,9,18.83223857,10.10089241,4,0,21.8891414,0,16.81042763,16.74853089,10.50043141,20.41582865,16.88570673,18.09444322,15.66160677,14.03859285,14.39338847,0,13.78884983,16.74853089,18.12166872,14.39338847,19.17729101,10.50043141,6,12.77596477,9.38207851,1723.96507
TE CONNECTIVITY,0,6.340175194,25.05429719,0,6.224332336,25.78714165,0,11.20898148,6,12.60796158,7.183500924,6.480045725,7.766064393,9.306653673,0,5.87105003,6.190848169,5.073739215,1,0,13.69534556,6.347222222,6.726298561,6.602810752,26.5833688,9.516772987,7.039002324,6.518776357,6.181908709,8.887192426,1,10.05048453,8.564362627,4.10483871,4.329807873,6.649639869,4.10483871,11.09943182,6.903509892,8,7.234556658,7.429695666,7.496226715,6.815539949,6.480671321,6,11,11,6.480671321,22.5945966,8,1,4.990764742,7.039002324,0,8,0,6.325591667,0,4.666666667,8.442758914,25.05429719,8,6.223865101,25.05429719,7.131317529,0,6.224332336,29.54621282,6.347222222,6.602810752,6.638689905,6.480671321,4.10483871,0,4.751467293,29.65190069,0,4.10483871,6,8.068965517,5.614400488,5.61798153,8.725012876,0,32.22923493,32.22923493,18.62525997,24.6017942,25.43058225,9.355932203,1,8.373525508,7.99662852,6.985453014,5.646173149,11.62467107,11.25920619,6,11,9.614138357,6.602810752,0,7.171661032,11.05895039,1,6.224332336,6,8.768663105,5.709401709,3.914662529,0,6.739903489,7.245126992,0,29.54621282,5.250996016,7.086879435,8.822823492,4.10483871,7.039002324,15.43119266,10.85982643,6.347222222,6.602810752,29.54621282,18.09836685,10.85982643,9.901880775,5.250996016,27.14703353,13.0532671,4.329807873,1167.626812
TEAM FISHEL,3.48036078,3.580645161,0,0,0,2,2,0,2,0,3.618839948,0,0,3.34314677,0,3.676551997,2,2,0,3.468805704,0,0,0,3.009219699,3.014414219,3.259334006,3.009219699,2,2.719619823,0,3.009219699,2.719619823,0,0,6,4.257668712,0,0,0,0,0,3.657088383,3.587788282,3.514739189,0,0,3.685950413,3.685950413,0,0,0,0,6,3.009219699,0,0,0,0,0,0,3.133755352,0,0,6,0,2,0,2,3.009219699,0,3.009219699,3.157162726,0,0,3.378781134,0,2,0,0,0,0,2,6,6,4.056182751,3.009219699,3.009219699,3.036467549,3.009219699,3.286798179,3.549486179,3.009219699,3.280226134,3.691056911,0,3.014414219,4.425531915,0,0,2,0,0,0,0,2.970630717,0,6,0,0,0,0,3.262197527,0,3.265587434,3.602184797,3.009219699,6,3.700787402,6,0,3.009219699,2,6,0,3.009219699,3.009219699,0,6,6,6,2.723881684,0,3.632083697,254.5668157
TECHNICAL COMMUNITIES,12.22133333,14.62576687,0,11.5158635,14.95918367,0,3,15.17131474,9.383193931,14.95918367,14.80851064,14.96,15.11420613,7.741176471,11.40246364,0,10.81716585,14.96078431,0,12.8617562,0,0,11.61021005,14.95918367,10.00869565,9.509790682,14.95918367,15.17131474,9.986970684,14,0,9.42772424,13.68548387,14,9.118644068,15.48484848,14,14.62337662,16,7.741176471,10.36741579,12.32370194,12.20055362,12.70625495,14.95918367,14.96078431,0,0,14.95918367,0,7.607594937,0,14,14.95918367,0,7.781609195,0,10.9739479,0,0,12.70585413,0,7.607594937,14.96,0,12.64490263,0,14.95918367,7.607594937,0,14.95918367,16,14.95918367,14,12.20125385,10.9038961,14.96078431,0,14.95918367,15.0816777,14.96,11.6968591,14.96923077,10.78688525,14.87194412,9.917431193,9.917431193,16,7.698795181,7.924599434,16,0,8.473905219,16,10.58684362,14.62251656,15.1152815,16,16,8.696113074,11.52713891,9.383193931,0,10.81620839,0,0,14.95918367,14,14.96153846,14,0,0,13.59670392,0,12.67732514,7.607594937,9.052631579,16,12.39495798,14.95918367,14.95918367,9.117647059,14.95918367,0,14.95918367,7.607594937,9.46986035,14.95918367,15.30612245,9.052631579,0,8.667764825,9.118644068,1303.44871
TECNOUS,3.446323188,3.290322581,0,3.070615034,0,6,0,2,4,0,4,4.207594937,4.268656716,2.936708861,0,2.946236559,4.207594937,4.276923077,6,3.402033859,0,0,3.092798812,4,4,2.938271605,4,3.40942928,4.276923077,0,0,3.761336516,2,0,2.935064935,2.935064935,0,2,2,0,3.092436975,0,0,3.102040816,2.933333333,0,0,0,2.933333333,0,0,0,6,4,0,0,0,2.939759036,0,0,3.212827988,0,0,0,0,3.033557047,0,4.295081967,2.933333333,0,4,2.948453608,2.933333333,0,3.516496701,4.834951456,6,0,6,2.936708861,2.936708861,0,5.69612711,3.655172414,3.865281696,4,4,2.942528736,2.935064935,2.941176471,4,0,2.936708861,2,3.09352518,0,2.817204301,2.935064935,3.039812646,4,3.047725103,0,0,3.163166397,3.15942029,0,2.933333333,0,2.876010782,3.0626703,2,3.147011309,2.952380952,3.128205128,3.40985126,2.933333333,2.933333333,2.938271605,2.988694758,6,4,4,2.933333333,0,4,2.933333333,2.936708861,2.933333333,2.598290598,2.933333333,6,4.172266341,2.935064935,321.8909948
TEKTRONIX,3.450940407,3.274292201,3,3.197291281,3.844407173,3.721641711,3.607329843,3.366248752,2,4,0,3.447493882,2.962406015,3.17791411,3.28336933,3.18933378,2.586797066,2.700970874,3,3.392886534,0,0,3.256400327,3.844407173,3.712888796,2.813559322,4,2.843301076,2.859917788,3.47826087,3,2.612244898,3.025297719,3.367249603,2.544378698,3.312991437,3.367249603,3.797979798,2.857237937,0,3.331545285,2.796637292,2.912533861,0,3.456605465,4,4,4,3.456605465,3,0,3,3.528907923,4,0,0,0,3.611055276,0,3,3.069486405,3,0,3.840059421,3,3.369199322,0,2.85445485,3.844407173,3.534722222,3.844407173,3.734826164,3.456605465,3,3.307279203,3.714932127,3.361111111,0,3,3.032967033,4,3.112632542,3.687203791,3.143021841,0,4,4,3.523178808,3.512897387,3.325307539,3.475409836,3,3.439065545,3.125936451,3.148017922,0,3.091078979,2.803571429,2,4,3.305862962,3.534722222,0,3.19776991,3.031002163,3,2.85445485,0,2.913043478,3.010309278,3.804123711,3.197351204,3.325680523,3.140851357,0,3.844407173,2.368852459,3.130813953,2.657342657,3,4,4,2.85445485,3.534722222,3.844407173,3.844407173,3.018050542,2.85445485,2.85445485,2.368852459,3.215686275,3.054253699,2.544378698,376.647069
TELAMON,0,0,1,1,3.906903013,4.232025706,1,0,1,1,0,3.704742663,1,1,1.543432755,3.047456904,1,1,0,0,1,4.941176471,2.018454039,4.276970375,4.876404494,1,3.753118775,1,1,4.882978723,0,1,4.010941478,6,1,4.889744938,6,4.913043478,6.244975557,1,2.031276568,1,1.897986916,1.545251126,3.753118775,6.567567568,1,1,3.753118775,1,1,0,4.123081645,3.753118775,0,1,0,3.832911243,0,1,1.982322885,1,1,3.704742663,1,2.665918428,0,1,3.753118775,1,4.276970375,2.856784707,3.753118775,0,1.2018136,5.885078439,6.126934985,0,7,6,3.595419847,1,2.88632109,3.032935234,2.066477702,4.276970375,4.276970375,6,3.029125602,4.007106346,6,0,3.904479223,5.919338159,2.362815811,1,1,4.209374195,4.073170732,4.610619469,3.557873003,1,0,1.859618148,1,0,1,0,2.795831106,4.735294118,4.841463415,1.799414056,1.919024802,1.48038198,0,3.753118775,1,1,2.626011201,7,3.753118775,4.053097345,6.078890066,1,4.276970375,3.753118775,4.653731343,6.078890066,6.223794398,1,1,1,1,334.1973703
