"","user","item","rating"
"6009","TIME WARNER CABLE","FST-2207/2209 DS1",45.2396171594599
"6198","TIME WARNER CABLE","FST-2310",123.992986565222
"6412","TIME WARNER CABLE","FST-2310-DS3",54.5380029316276
"6555","TIME WARNER CABLE","FST-2310-OC12",45.2396171594599
"6720","TIME WARNER CABLE","FST-2310-OC3",30.709560360679
"6894","TIME WARNER CABLE","FST-2802 G",58.9627269553072
"7010","TIME WARNER CABLE","GigaStor",25.3193761416327
"7362","TIME WARNER CABLE","HST-3000 SIMs",93.3187255464138
"7720","TIME WARNER CABLE","HST-3000C-CE",73.418060356228
"7909","TIME WARNER CABLE","JMEP",27.8604572267575
"8146","TIME WARNER CABLE","Location Intelligence Product",383.414618252905
"8267","TIME WARNER CABLE","Location Intelligence Services",383.414618252905
"8415","TIME WARNER CABLE","MAP-200 Chassis, Accessories & Software",89.7619047619048
"8599","TIME WARNER CABLE","MAP Standalone Switches",27.8604572267575
"8717","TIME WARNER CABLE","Misc Hardware",25.1283697047497
"8795","TIME WARNER CABLE","MS-1200D",183
"8998","TIME WARNER CABLE","MTS-5100e",72.5637531464282
"9194","TIME WARNER CABLE","NC Ethernet TT",47.7708563117576
"9235","TIME WARNER CABLE","NetAnalyst Test Management Software",23.7142857142857
"9331","TIME WARNER CABLE","NI - Maintenance",25.3739224137931
"9514","TIME WARNER CABLE","nTAPs",32.8691585403781
"9653","TIME WARNER CABLE","ONT-Jitter",89.7619047619049
"9987","TIME WARNER CABLE","Optical Switch Modules",89.7619047619049
"10099","TIME WARNER CABLE","ORS",25.1283697047497
"10308","TIME WARNER CABLE","OSA",63.665976356726
"10469","TIME WARNER CABLE","OST",89.7619047619049
"10644","TIME WARNER CABLE","OTDR - FiberComplete modules",22.5657254398996
"10670","TIME WARNER CABLE","Other - Cable",470
"10872","TIME WARNER CABLE","Other - Solutions Classic",18.7485644919297
"11089","TIME WARNER CABLE","PacketPortal SW & Solutions",55.342994985456
"11219","TIME WARNER CABLE","Passive Chassis",89.9583333333332
"11812","TIME WARNER CABLE","PI Product",27.8604572267575
"11929","TIME WARNER CABLE","Polatis Cross Connects",78.0564516129032
"12097","TIME WARNER CABLE","Probe Tips",83.7612003061543
"12281","TIME WARNER CABLE","PT Hardware",24.0356948776078
"12485","TIME WARNER CABLE","PT SART",34.079566347185
"12641","TIME WARNER CABLE","PT Services",16.6940247582191
"12757","TIME WARNER CABLE","QT-600-10",10.5870008991426
"13104","TIME WARNER CABLE","RANAdvisor Product",74.2855744720758
"13311","TIME WARNER CABLE","RANAdvisor Services & Support",75.5014790144249
"13536","TIME WARNER CABLE","RCATS Product",71.2753975224928
"14497","TIME WARNER CABLE","RSAM",91.9984846300688
"14714","TIME WARNER CABLE","SDA",100.519196246198
"15021","TIME WARNER CABLE","SDA-5500",188.60102133791
"15227","TIME WARNER CABLE","SMART Handhelds",146.76817065031
"15434","TIME WARNER CABLE","SmartClass ADSL",266.004149255546
"15634","TIME WARNER CABLE","SmartClass E1",23.4106354365622
"15804","TIME WARNER CABLE","SmartClass Ethernet",137.791759420326
"16022","TIME WARNER CABLE","SMARTClass Fiber",88.271539197441
"16176","TIME WARNER CABLE","SmartClass HOME",22.9776513066499
"16308","TIME WARNER CABLE","SmartClass Triple Play",24.6424398455292
"16627","TIME WARNER CABLE","SmartPocket Handhelds",19.6322242782236
"16798","TIME WARNER CABLE","Source, EDFA & BBS Modules",32.84166562821
"17149","TIME WARNER CABLE","Support Plans",69.188226460335
"17241","TIME WARNER CABLE","Swept Wavelength Systems",183
"17783","TIME WARNER CABLE","T3AS",91.9338973400031
"18115","TIME WARNER CABLE","TB/MTS-2000 Platform",91.8108279294224
"18257","TIME WARNER CABLE","TB/MTS-6000 Platform",55.9484536082474
"18313","TIME WARNER CABLE","TB/MTS 4000 Platform",14
"18449","TIME WARNER CABLE","TB/MTS 8000 Platform",19.4587935429057
"18826","TIME WARNER CABLE","Test Productivity Pack",55.342994985456
"19028","TIME WARNER CABLE","TestPad 2000",114.49461266221
"19238","TIME WARNER CABLE","TrueSpeed",228.110952690605
"19431","TIME WARNER CABLE","Ultra FED",52.8814744508803
"19581","TIME WARNER CABLE","Volicon",16.6940247582191
"19767","TIME WARNER CABLE","VSA",47.7708563117576
"20150","TIME WARNER CABLE","WiFi Smart Accessory",47.1766531100895
"20279","TIME WARNER CABLE","WR 10G Trans/Regen",89.9583333333332
"20697","TIME WARNER CABLE","WR Amplification",55.342994985456
"20864","TIME WARNER CABLE","WR Common",18.9838213666705
"21072","TIME WARNER CABLE","WS 10G Trans/Regen",47.1766531100895
"21288","TIME WARNER CABLE","WS 2.5G Trans/Regen",50.7736579886768
"21489","TIME WARNER CABLE","XGIG - Ethernet 10G",114.49461266221
"21691","TIME WARNER CABLE","XGIG - FC 16G",178.471007148211
"21889","TIME WARNER CABLE","XGIG - Other",73.5210325949388
"22086","TIME WARNER CABLE","XGIG 5k - SAS/SATA 12G",181.071982530281
"152","TRA SOLUTIONS","Accessories",11
"359","TRA SOLUTIONS","ACE",11
"1258","TRA SOLUTIONS","Benchtop Inspection",2
"1918","TRA SOLUTIONS","Calibrations",11
"2481","TRA SOLUTIONS","Certifier",11
"2865","TRA SOLUTIONS","Common Product",4.5
"3574","TRA SOLUTIONS","Digital Inspection & Test",11
"4138","TRA SOLUTIONS","DSAM-6300",11
"4350","TRA SOLUTIONS","DSAM 2300/3300",11
"4555","TRA SOLUTIONS","DSAM Upgrades",4.47959183673469
"4750","TRA SOLUTIONS","DTS",11
"5201","TRA SOLUTIONS","Education",11
"5486","TRA SOLUTIONS","Extended Warranty",11
"5690","TRA SOLUTIONS","FIT Generic",11
"6199","TRA SOLUTIONS","FST-2310",11
"6413","TRA SOLUTIONS","FST-2310-DS3",11
"7170","TRA SOLUTIONS","HCU1500",10.1015597920277
"7363","TRA SOLUTIONS","HST-3000 SIMs",11
"7545","TRA SOLUTIONS","HST-3000C",11
"7721","TRA SOLUTIONS","HST-3000C-CE",11
"8029","TRA SOLUTIONS","Legacy Wireline Services",2
"8147","TRA SOLUTIONS","Location Intelligence Product",11
"8268","TRA SOLUTIONS","Location Intelligence Services",11
"8999","TRA SOLUTIONS","MTS-5100e",11
"9195","TRA SOLUTIONS","NC Ethernet TT",11
"9830","TRA SOLUTIONS","ONX-580",11
"10309","TRA SOLUTIONS","OSA",11
"11090","TRA SOLUTIONS","PacketPortal SW & Solutions",2.71052631578947
"11420","TRA SOLUTIONS","Passive Plug-ins",11
"11620","TRA SOLUTIONS","PathTrak",7.48663101604278
"12098","TRA SOLUTIONS","Probe Tips",11
"13312","TRA SOLUTIONS","RANAdvisor Services & Support",11
"13537","TRA SOLUTIONS","RCATS Product",11
"13701","TRA SOLUTIONS","Repair",11
"13891","TRA SOLUTIONS","Replacement Parts",3.5
"14088","TRA SOLUTIONS","RPM-3000",4.62135922330097
"14282","TRA SOLUTIONS","RPM2000",3.5
"14498","TRA SOLUTIONS","RSAM",4.29787234042553
"14888","TRA SOLUTIONS","SDA-5000",6.96680497925311
"15022","TRA SOLUTIONS","SDA-5500",11
"15228","TRA SOLUTIONS","SMART Handhelds",11
"15435","TRA SOLUTIONS","SmartClass ADSL",11
"15805","TRA SOLUTIONS","SmartClass Ethernet",11
"16023","TRA SOLUTIONS","SMARTClass Fiber",11
"16975","TRA SOLUTIONS","StrataSync",11
"17150","TRA SOLUTIONS","Support Plans",11
"17577","TRA SOLUTIONS","T-Berd/MTS-5800",11
"17784","TRA SOLUTIONS","T3AS",11
"17963","TRA SOLUTIONS","TB-6000A Transport Module",11
"18615","TRA SOLUTIONS","Test Devices",11
"18827","TRA SOLUTIONS","Test Productivity Pack",2.71052631578947
"19029","TRA SOLUTIONS","TestPad 2000",11
"19239","TRA SOLUTIONS","TrueSpeed",11
"19432","TRA SOLUTIONS","Ultra FED",11
"19768","TRA SOLUTIONS","VSA",11
"19940","TRA SOLUTIONS","VSE-1100",2
"20151","TRA SOLUTIONS","WiFi Smart Accessory",11
"20480","TRA SOLUTIONS","WR 2.5G Trans/Regen",11
"20698","TRA SOLUTIONS","WR Amplification",2.71052631578947
"21073","TRA SOLUTIONS","WS 10G Trans/Regen",11
"21289","TRA SOLUTIONS","WS 2.5G Trans/Regen",11
"21490","TRA SOLUTIONS","XGIG - Ethernet 10G",11
"21692","TRA SOLUTIONS","XGIG - FC 16G",11
"22087","TRA SOLUTIONS","XGIG 5k - SAS/SATA 12G",11
"153","TRACE SYSTEMS","Accessories",2.34424676993844
"360","TRACE SYSTEMS","ACE",1.51219512195122
"696","TRACE SYSTEMS","Analog Inspection & Test",2.48387096774194
"1421","TRACE SYSTEMS","BrightJack",2.18032786885246
"1919","TRACE SYSTEMS","Calibrations",1
"2119","TRACE SYSTEMS","CapacityAdvisor Held",1.92307692307692
"2290","TRACE SYSTEMS","CellAdvisor",1.92647058823529
"2482","TRACE SYSTEMS","Certifier",1.88319427890346
"2657","TRACE SYSTEMS","CleanBlast",1
"2866","TRACE SYSTEMS","Common Product",4
"3089","TRACE SYSTEMS","Converged Assurance Support",4
"3311","TRACE SYSTEMS","CT-650",1.45870809484873
"3575","TRACE SYSTEMS","Digital Inspection & Test",2.72248803827751
"3945","TRACE SYSTEMS","DSAM",2.73720331712897
"4139","TRACE SYSTEMS","DSAM-6300",4
"4751","TRACE SYSTEMS","DTS",1
"4972","TRACE SYSTEMS","EA Support",1.87931034482759
"5202","TRACE SYSTEMS","Education",1.45870809484873
"5691","TRACE SYSTEMS","FIT Generic",1.81186685962373
"5871","TRACE SYSTEMS","FST-2000",2.71
"6010","TRACE SYSTEMS","FST-2207/2209 DS1",1
"6200","TRACE SYSTEMS","FST-2310",4
"6414","TRACE SYSTEMS","FST-2310-DS3",1.81186685962373
"6556","TRACE SYSTEMS","FST-2310-OC12",1
"6721","TRACE SYSTEMS","FST-2310-OC3",4
"6895","TRACE SYSTEMS","FST-2802 G",4
"7171","TRACE SYSTEMS","HCU1500",3.04878048780488
"7546","TRACE SYSTEMS","HST-3000C",3.11672473867596
"7722","TRACE SYSTEMS","HST-3000C-CE",2.85504015238425
"7910","TRACE SYSTEMS","JMEP",1.9
"8600","TRACE SYSTEMS","MAP Standalone Switches",1.9
"9000","TRACE SYSTEMS","MTS-5100e",1
"9196","TRACE SYSTEMS","NC Ethernet TT",1
"9515","TRACE SYSTEMS","nTAPs",1.98275862068966
"9831","TRACE SYSTEMS","ONX-580",2.56441717791411
"10310","TRACE SYSTEMS","OSA",1.43795620437956
"10873","TRACE SYSTEMS","Other - Solutions Classic",1.41538461538462
"11091","TRACE SYSTEMS","PacketPortal SW & Solutions",4
"11621","TRACE SYSTEMS","PathTrak",4
"11813","TRACE SYSTEMS","PI Product",1.9
"12099","TRACE SYSTEMS","Probe Tips",2.57929155313352
"12282","TRACE SYSTEMS","PT Hardware",1
"12758","TRACE SYSTEMS","QT-600-10",1.94444444444444
"12907","TRACE SYSTEMS","QT-600-2",1.63584415584416
"13105","TRACE SYSTEMS","RANAdvisor Product",4
"13313","TRACE SYSTEMS","RANAdvisor Services & Support",1
"13538","TRACE SYSTEMS","RCATS Product",4
"13702","TRACE SYSTEMS","Repair",2.57253205623358
"14089","TRACE SYSTEMS","RPM-3000",4
"14499","TRACE SYSTEMS","RSAM",4
"14715","TRACE SYSTEMS","SDA",4
"15229","TRACE SYSTEMS","SMART Handhelds",1.49913344887348
"15436","TRACE SYSTEMS","SmartClass ADSL",4
"15635","TRACE SYSTEMS","SmartClass E1",2.28571428571429
"15806","TRACE SYSTEMS","SmartClass Ethernet",1
"16024","TRACE SYSTEMS","SMARTClass Fiber",2.64794007490637
"16177","TRACE SYSTEMS","SmartClass HOME",1.87931034482759
"16309","TRACE SYSTEMS","SmartClass Triple Play",2.72413793103448
"16628","TRACE SYSTEMS","SmartPocket Handhelds",1.52319436288902
"16976","TRACE SYSTEMS","StrataSync",2.26839446518779
"17151","TRACE SYSTEMS","Support Plans",2.45833333333333
"17407","TRACE SYSTEMS","T-BERD 8000",2.26923076923077
"17578","TRACE SYSTEMS","T-Berd/MTS-5800",2.49193006052455
"17785","TRACE SYSTEMS","T3AS",4
"17964","TRACE SYSTEMS","TB-6000A Transport Module",1.99475954180773
"18116","TRACE SYSTEMS","TB/MTS-2000 Platform",1.98275862068966
"18616","TRACE SYSTEMS","Test Devices",2.62452132576258
"18828","TRACE SYSTEMS","Test Productivity Pack",4
"19030","TRACE SYSTEMS","TestPad 2000",4
"19240","TRACE SYSTEMS","TrueSpeed",4
"19433","TRACE SYSTEMS","Ultra FED",2.97103128621089
"19769","TRACE SYSTEMS","VSA",1
"20152","TRACE SYSTEMS","WiFi Smart Accessory",1.61363636363636
"20699","TRACE SYSTEMS","WR Amplification",4
"20865","TRACE SYSTEMS","WR Common",1.55644028103044
"21074","TRACE SYSTEMS","WS 10G Trans/Regen",1.61363636363636
"21290","TRACE SYSTEMS","WS 2.5G Trans/Regen",2.09090909090909
"21491","TRACE SYSTEMS","XGIG - Ethernet 10G",4
"21890","TRACE SYSTEMS","XGIG - Other",4
"22088","TRACE SYSTEMS","XGIG 5k - SAS/SATA 12G",4
"154","TRIANGLE COMMUNICATIONS","Accessories",8.87615774379945
"361","TRIANGLE COMMUNICATIONS","ACE",11.3198956115651
"520","TRIANGLE COMMUNICATIONS","Advanced Signal Conditioning Modules",2
"697","TRIANGLE COMMUNICATIONS","Analog Inspection & Test",9.41094633581947
"878","TRIANGLE COMMUNICATIONS","ANT-5",2
"1075","TRIANGLE COMMUNICATIONS","Attenuators & Backreflector Modules",2
"1259","TRIANGLE COMMUNICATIONS","Benchtop Inspection",2
"1422","TRIANGLE COMMUNICATIONS","BrightJack",5.42393772299708
"1587","TRIANGLE COMMUNICATIONS","CA product",19.9411764705882
"1920","TRIANGLE COMMUNICATIONS","Calibrations",24.419773095624
"2120","TRIANGLE COMMUNICATIONS","CapacityAdvisor Held",14.6879234754883
"2291","TRIANGLE COMMUNICATIONS","CellAdvisor",4.67441860465116
"2483","TRIANGLE COMMUNICATIONS","Certifier",11.6148405431007
"2658","TRIANGLE COMMUNICATIONS","CleanBlast",2.29184549356223
"2867","TRIANGLE COMMUNICATIONS","Common Product",10.4110775811049
"3090","TRIANGLE COMMUNICATIONS","Converged Assurance Support",10.4989680183988
"3312","TRIANGLE COMMUNICATIONS","CT-650",3.74972653686283
"3576","TRIANGLE COMMUNICATIONS","Digital Inspection & Test",9.47833285308526
"3666","TRIANGLE COMMUNICATIONS","Direct View FM",2
"3794","TRIANGLE COMMUNICATIONS","Dispersion modules",3
"3946","TRIANGLE COMMUNICATIONS","DSAM",12.4161415314456
"4140","TRIANGLE COMMUNICATIONS","DSAM-6300",9.77960675128001
"4351","TRIANGLE COMMUNICATIONS","DSAM 2300/3300",35
"4556","TRIANGLE COMMUNICATIONS","DSAM Upgrades",35
"4752","TRIANGLE COMMUNICATIONS","DTS",21.8
"4973","TRIANGLE COMMUNICATIONS","EA Support",8.66930910840503
"5203","TRIANGLE COMMUNICATIONS","Education",4.00806103353966
"5692","TRIANGLE COMMUNICATIONS","FIT Generic",11.7309417040359
"5872","TRIANGLE COMMUNICATIONS","FST-2000",4.89614935822637
"6011","TRIANGLE COMMUNICATIONS","FST-2207/2209 DS1",3
"6201","TRIANGLE COMMUNICATIONS","FST-2310",14.6879234754883
"6415","TRIANGLE COMMUNICATIONS","FST-2310-DS3",9.67290545949236
"6557","TRIANGLE COMMUNICATIONS","FST-2310-OC12",3
"6722","TRIANGLE COMMUNICATIONS","FST-2310-OC3",6
"6896","TRIANGLE COMMUNICATIONS","FST-2802 G",5.43866943866944
"7172","TRIANGLE COMMUNICATIONS","HCU1500",12.5216781021562
"7911","TRIANGLE COMMUNICATIONS","JMEP",14.6858638743456
"8416","TRIANGLE COMMUNICATIONS","MAP-200 Chassis, Accessories & Software",2
"8601","TRIANGLE COMMUNICATIONS","MAP Standalone Switches",14.6858638743456
"9001","TRIANGLE COMMUNICATIONS","MTS-5100e",2.39130434782609
"9197","TRIANGLE COMMUNICATIONS","NC Ethernet TT",21.8
"9516","TRIANGLE COMMUNICATIONS","nTAPs",14.6928929621304
"9832","TRIANGLE COMMUNICATIONS","ONX-580",11.4066515129956
"9988","TRIANGLE COMMUNICATIONS","Optical Switch Modules",2
"10311","TRIANGLE COMMUNICATIONS","OSA",20.7011605415861
"10470","TRIANGLE COMMUNICATIONS","OST",2
"10645","TRIANGLE COMMUNICATIONS","OTDR - FiberComplete modules",12.057875483376
"10874","TRIANGLE COMMUNICATIONS","Other - Solutions Classic",4.0235294117647
"11092","TRIANGLE COMMUNICATIONS","PacketPortal SW & Solutions",15.3728813559322
"11421","TRIANGLE COMMUNICATIONS","Passive Plug-ins",35
"11622","TRIANGLE COMMUNICATIONS","PathTrak",14.3980457701209
"11814","TRIANGLE COMMUNICATIONS","PI Product",14.6858638743456
"12283","TRIANGLE COMMUNICATIONS","PT Hardware",35
"12486","TRIANGLE COMMUNICATIONS","PT SART",2
"12759","TRIANGLE COMMUNICATIONS","QT-600-10",12.2733066818961
"12908","TRIANGLE COMMUNICATIONS","QT-600-2",14.6042452830189
"13106","TRIANGLE COMMUNICATIONS","RANAdvisor Product",3.71596020171732
"13314","TRIANGLE COMMUNICATIONS","RANAdvisor Services & Support",12.0909090909091
"13539","TRIANGLE COMMUNICATIONS","RCATS Product",9.56563876651983
"13703","TRIANGLE COMMUNICATIONS","Repair",9.0895445163958
"13892","TRIANGLE COMMUNICATIONS","Replacement Parts",35
"14090","TRIANGLE COMMUNICATIONS","RPM-3000",12.5319057815846
"14283","TRIANGLE COMMUNICATIONS","RPM2000",35
"14500","TRIANGLE COMMUNICATIONS","RSAM",13.6998767712271
"14716","TRIANGLE COMMUNICATIONS","SDA",12.3300569063632
"14889","TRIANGLE COMMUNICATIONS","SDA-5000",35
"15230","TRIANGLE COMMUNICATIONS","SMART Handhelds",13.4316419612315
"15437","TRIANGLE COMMUNICATIONS","SmartClass ADSL",5.43866943866944
"15636","TRIANGLE COMMUNICATIONS","SmartClass E1",13.6408502321036
"16025","TRIANGLE COMMUNICATIONS","SMARTClass Fiber",9.01428527633446
"16178","TRIANGLE COMMUNICATIONS","SmartClass HOME",11.0089628681178
"16310","TRIANGLE COMMUNICATIONS","SmartClass Triple Play",11.9526658817155
"16457","TRIANGLE COMMUNICATIONS","SmartID",16.1649484536082
"16629","TRIANGLE COMMUNICATIONS","SmartPocket Handhelds",12.5332128859623
"16977","TRIANGLE COMMUNICATIONS","StrataSync",12.4374718856126
"17152","TRIANGLE COMMUNICATIONS","Support Plans",12.5821997668092
"17408","TRIANGLE COMMUNICATIONS","T-BERD 8000",11.8371544980851
"17579","TRIANGLE COMMUNICATIONS","T-Berd/MTS-5800",12.0302222816235
"17786","TRIANGLE COMMUNICATIONS","T3AS",9.61016949152542
"17965","TRIANGLE COMMUNICATIONS","TB-6000A Transport Module",11.7593605178799
"18117","TRIANGLE COMMUNICATIONS","TB/MTS-2000 Platform",16.4074764084079
"18258","TRIANGLE COMMUNICATIONS","TB/MTS-6000 Platform",6
"18450","TRIANGLE COMMUNICATIONS","TB/MTS 8000 Platform",9.71009036144578
"18617","TRIANGLE COMMUNICATIONS","Test Devices",9.69952115178734
"18829","TRIANGLE COMMUNICATIONS","Test Productivity Pack",15.3728813559322
"19031","TRIANGLE COMMUNICATIONS","TestPad 2000",14.6858638743456
"19241","TRIANGLE COMMUNICATIONS","TrueSpeed",9.77960675128001
"19770","TRIANGLE COMMUNICATIONS","VSA",21.8
"19941","TRIANGLE COMMUNICATIONS","VSE-1100",35
"20153","TRIANGLE COMMUNICATIONS","WiFi Smart Accessory",9.61016949152542
"20481","TRIANGLE COMMUNICATIONS","WR 2.5G Trans/Regen",35
"20700","TRIANGLE COMMUNICATIONS","WR Amplification",15.3728813559322
"20866","TRIANGLE COMMUNICATIONS","WR Common",10.1889183079535
"21075","TRIANGLE COMMUNICATIONS","WS 10G Trans/Regen",9.61016949152542
"21291","TRIANGLE COMMUNICATIONS","WS 2.5G Trans/Regen",7.78246783589297
"21492","TRIANGLE COMMUNICATIONS","XGIG - Ethernet 10G",14.6858638743456
"21693","TRIANGLE COMMUNICATIONS","XGIG - FC 16G",2
"21891","TRIANGLE COMMUNICATIONS","XGIG - Other",10.6302813605646
"22089","TRIANGLE COMMUNICATIONS","XGIG 5k - SAS/SATA 12G",14.6879234754883
"155","TRUVISTA COMMUNICATIONS","Accessories",3
"362","TRUVISTA COMMUNICATIONS","ACE",3
"521","TRUVISTA COMMUNICATIONS","Advanced Signal Conditioning Modules",3
"698","TRUVISTA COMMUNICATIONS","Analog Inspection & Test",3
"879","TRUVISTA COMMUNICATIONS","ANT-5",3
"1076","TRUVISTA COMMUNICATIONS","Attenuators & Backreflector Modules",3
"1260","TRUVISTA COMMUNICATIONS","Benchtop Inspection",2.22666666666667
"1921","TRUVISTA COMMUNICATIONS","Calibrations",2.3109243697479
"2121","TRUVISTA COMMUNICATIONS","CapacityAdvisor Held",3
"2659","TRUVISTA COMMUNICATIONS","CleanBlast",3
"2868","TRUVISTA COMMUNICATIONS","Common Product",3
"3091","TRUVISTA COMMUNICATIONS","Converged Assurance Support",3
"3313","TRUVISTA COMMUNICATIONS","CT-650",3
"3418","TRUVISTA COMMUNICATIONS","CT-650SM",3
"3577","TRUVISTA COMMUNICATIONS","Digital Inspection & Test",3
"3795","TRUVISTA COMMUNICATIONS","Dispersion modules",3
"3947","TRUVISTA COMMUNICATIONS","DSAM",2.51658010387535
"4352","TRUVISTA COMMUNICATIONS","DSAM 2300/3300",1.18823529411765
"4557","TRUVISTA COMMUNICATIONS","DSAM Upgrades",1.41237113402062
"4974","TRUVISTA COMMUNICATIONS","EA Support",3
"5204","TRUVISTA COMMUNICATIONS","Education",3
"5357","TRUVISTA COMMUNICATIONS","Ethernet Network Management Tools",3
"5487","TRUVISTA COMMUNICATIONS","Extended Warranty",3
"5873","TRUVISTA COMMUNICATIONS","FST-2000",3
"6012","TRUVISTA COMMUNICATIONS","FST-2207/2209 DS1",3
"6202","TRUVISTA COMMUNICATIONS","FST-2310",3
"6416","TRUVISTA COMMUNICATIONS","FST-2310-DS3",3
"6558","TRUVISTA COMMUNICATIONS","FST-2310-OC12",3
"6723","TRUVISTA COMMUNICATIONS","FST-2310-OC3",3
"6897","TRUVISTA COMMUNICATIONS","FST-2802 G",3
"7173","TRUVISTA COMMUNICATIONS","HCU1500",1.91289669142471
"7364","TRUVISTA COMMUNICATIONS","HST-3000 SIMs",3
"7547","TRUVISTA COMMUNICATIONS","HST-3000C",3
"7723","TRUVISTA COMMUNICATIONS","HST-3000C-CE",3
"7912","TRUVISTA COMMUNICATIONS","JMEP",3
"8030","TRUVISTA COMMUNICATIONS","Legacy Wireline Services",1
"8417","TRUVISTA COMMUNICATIONS","MAP-200 Chassis, Accessories & Software",3
"8602","TRUVISTA COMMUNICATIONS","MAP Standalone Switches",3
"8796","TRUVISTA COMMUNICATIONS","MS-1200D",3
"9002","TRUVISTA COMMUNICATIONS","MTS-5100e",3
"9517","TRUVISTA COMMUNICATIONS","nTAPs",3
"9654","TRUVISTA COMMUNICATIONS","ONT-Jitter",3
"9833","TRUVISTA COMMUNICATIONS","ONX-580",1
"9989","TRUVISTA COMMUNICATIONS","Optical Switch Modules",3
"10312","TRUVISTA COMMUNICATIONS","OSA",3
"10471","TRUVISTA COMMUNICATIONS","OST",3
"10875","TRUVISTA COMMUNICATIONS","Other - Solutions Classic",3
"11093","TRUVISTA COMMUNICATIONS","PacketPortal SW & Solutions",1.18823529411765
"11220","TRUVISTA COMMUNICATIONS","Passive Chassis",3
"11422","TRUVISTA COMMUNICATIONS","Passive Plug-ins",1.18823529411765
"11623","TRUVISTA COMMUNICATIONS","PathTrak",1.27507163323782
"11815","TRUVISTA COMMUNICATIONS","PI Product",3
"11930","TRUVISTA COMMUNICATIONS","Polatis Cross Connects",3
"12100","TRUVISTA COMMUNICATIONS","Probe Tips",2.48672566371681
"12284","TRUVISTA COMMUNICATIONS","PT Hardware",3
"12487","TRUVISTA COMMUNICATIONS","PT SART",3
"12642","TRUVISTA COMMUNICATIONS","PT Services",3
"12909","TRUVISTA COMMUNICATIONS","QT-600-2",1
"13107","TRUVISTA COMMUNICATIONS","RANAdvisor Product",3
"13315","TRUVISTA COMMUNICATIONS","RANAdvisor Services & Support",3
"13540","TRUVISTA COMMUNICATIONS","RCATS Product",3
"13893","TRUVISTA COMMUNICATIONS","Replacement Parts",1
"14284","TRUVISTA COMMUNICATIONS","RPM2000",1
"14501","TRUVISTA COMMUNICATIONS","RSAM",1.22471910112359
"14717","TRUVISTA COMMUNICATIONS","SDA",1.36734693877551
"14890","TRUVISTA COMMUNICATIONS","SDA-5000",1.86274509803922
"15023","TRUVISTA COMMUNICATIONS","SDA-5500",3
"15231","TRUVISTA COMMUNICATIONS","SMART Handhelds",3
"15438","TRUVISTA COMMUNICATIONS","SmartClass ADSL",3
"15637","TRUVISTA COMMUNICATIONS","SmartClass E1",3
"16026","TRUVISTA COMMUNICATIONS","SMARTClass Fiber",1.85106382978723
"16458","TRUVISTA COMMUNICATIONS","SmartID",1
"16799","TRUVISTA COMMUNICATIONS","Source, EDFA & BBS Modules",3
"16978","TRUVISTA COMMUNICATIONS","StrataSync",2.19076549210207
"17242","TRUVISTA COMMUNICATIONS","Swept Wavelength Systems",3
"17409","TRUVISTA COMMUNICATIONS","T-BERD 8000",2.04370179948586
"17580","TRUVISTA COMMUNICATIONS","T-Berd/MTS-5800",3
"17787","TRUVISTA COMMUNICATIONS","T3AS",3
"17966","TRUVISTA COMMUNICATIONS","TB-6000A Transport Module",3
"18259","TRUVISTA COMMUNICATIONS","TB/MTS-6000 Platform",3
"18618","TRUVISTA COMMUNICATIONS","Test Devices",3
"18830","TRUVISTA COMMUNICATIONS","Test Productivity Pack",1.18823529411765
"19032","TRUVISTA COMMUNICATIONS","TestPad 2000",3
"19242","TRUVISTA COMMUNICATIONS","TrueSpeed",3
"19582","TRUVISTA COMMUNICATIONS","Volicon",3
"19942","TRUVISTA COMMUNICATIONS","VSE-1100",1
"20154","TRUVISTA COMMUNICATIONS","WiFi Smart Accessory",3
"20280","TRUVISTA COMMUNICATIONS","WR 10G Trans/Regen",3
"20482","TRUVISTA COMMUNICATIONS","WR 2.5G Trans/Regen",1.18823529411765
"20701","TRUVISTA COMMUNICATIONS","WR Amplification",1.18823529411765
"21076","TRUVISTA COMMUNICATIONS","WS 10G Trans/Regen",3
"21292","TRUVISTA COMMUNICATIONS","WS 2.5G Trans/Regen",3
"21493","TRUVISTA COMMUNICATIONS","XGIG - Ethernet 10G",3
"21694","TRUVISTA COMMUNICATIONS","XGIG - FC 16G",3
"21892","TRUVISTA COMMUNICATIONS","XGIG - Other",3
"22090","TRUVISTA COMMUNICATIONS","XGIG 5k - SAS/SATA 12G",3
"156","TULSAT","Accessories",2
"363","TULSAT","ACE",3.5625
"699","TULSAT","Analog Inspection & Test",4
"1922","TULSAT","Calibrations",2.76923076923077
"2484","TULSAT","Certifier",2.80681818181818
"2869","TULSAT","Common Product",2
"3578","TULSAT","Digital Inspection & Test",2
"4141","TULSAT","DSAM-6300",2.95890410958904
"4353","TULSAT","DSAM 2300/3300",3.62790697674419
"4558","TULSAT","DSAM Upgrades",3.44897959183674
"4753","TULSAT","DTS",2
"5205","TULSAT","Education",2
"5488","TULSAT","Extended Warranty",3.62790697674419
"5693","TULSAT","FIT Generic",2
"6203","TULSAT","FST-2310",2
"6417","TULSAT","FST-2310-DS3",2
"7174","TULSAT","HCU1500",2.40990606319385
"7365","TULSAT","HST-3000 SIMs",2
"7548","TULSAT","HST-3000C",2
"7724","TULSAT","HST-3000C-CE",2
"8031","TULSAT","Legacy Wireline Services",4
